user,sentiment,subjectivity,tweets
blackvoicenews,nan,nan,[]
LaPrensaSoCal,nan,nan,[]
pecom_news,nan,nan,[]
theplacerherald ,nan,nan,[]
RRToday,nan,nan,[]
cafarmbureau,nan,nan,[]
sacbiz,nan,nan,[]
Capitol_Weekly,nan,nan,[]
SacGazette,nan,nan,[]
sacobserver,nan,nan,[]
sacbee_news,nan,nan,[]
SacNewsReview,nan,nan,[]
WSNewsLedger,nan,nan,[]
sthelenastar,nan,nan,[]
salnews,nan,nan,[]
Cal_Enterprise,nan,nan,[]
MarinscopeNews,nan,nan,[]
SBAmerican,nan,nan,[]
sbsun,nan,nan,[]
S_C_Times,nan,nan,[]
asianjournal,nan,nan,[]
sdnews,nan,nan,[]
sdbusiness,nan,nan,[]
SDCityBeat,nan,nan,[]
clairemonttimes,nan,nan,[]
coastnewsgroup,nan,nan,[]
sdnews,nan,nan,[]
sddowntownnews,nan,nan,[]
ScoopSanDiego,nan,nan,[]
LaPrensaSD,nan,nan,[]
scoopsandiego,nan,nan,[]
scoopsandiego,nan,nan,[]
sdnews,nan,nan,[]
pomeradonews,nan,nan,[]
sddt,nan,nan,[]
sandiegoinforme,nan,nan,[]
sdreader,nan,nan,[]
UTsandiego,nan,nan,[]
MySanDiego,nan,nan,[]
scoopsandiego,nan,nan,[]
ebarnews,nan,nan,[]
sfbayview,nan,nan,[]
sfbusinesstimes,nan,nan,[]
sfchron_alert,nan,nan,[]
Jobs4Lawyers,nan,nan,[]
impremedia,nan,nan,[]
EONews,nan,nan,[]
elteco,nan,nan,[]
nichibei,nan,nan,[]
sfexaminer,nan,nan,[]
sfbg,nan,nan,[]
sfweekly,nan,nan,[]
alianzanews,nan,nan,[]
metronewspaper,nan,nan,[]
SVbizjournal,nan,nan,[]
mercnews,nan,nan,[]
capodispatch,nan,nan,[]
newtimesslo,nan,nan,[]
slotribune,nan,nan,[]
SanMarinoTribun,nan,nan,[]
sanmateotimes,nan,nan,[]
smdailyjournal,nan,nan,[]
Pacific_Sun,nan,nan,[]
MarinscopeNews,nan,nan,[]
SRValleyTimes,nan,nan,[]
ocregister,nan,nan,[]
SBIndpndnt,nan,nan,[]
noozhawk,nan,nan,[]
pacbiztimes,nan,nan,[]
SCVSIGNAL,nan,nan,[]
GoodTimesSC,nan,nan,[]
metronewspaper,nan,nan,[]
scsentinel,nan,nan,[]
santacruzweekly,nan,nan,[]
santamariasun,nan,nan,[]
santamariatimes,nan,nan,[]
BritishWeekly,nan,nan,[]
smdailypress,nan,nan,[]
SMMirror,nan,nan,[]
nbaybohemian,nan,nan,[]
busjrnl ,nan,nan,[]
northbaynews,nan,nan,[]
mercnews,nan,nan,[]
MarinscopeNews,nan,nan,[]
MarinscopeNews,nan,nan,[]
PressBanner,nan,nan,[]
SelmaEnterprise,nan,nan,[]
SVAcorn,nan,nan,[]
solanabeachsun,nan,nan,[]
sonomanews,nan,nan,[]
uniondemocrat,nan,nan,[]
tahoedailytrib,nan,nan,[]
bilingualweekly,nan,nan,[]
Recordnet,nan,nan,[]
caravannews,nan,nan,[]
mercnews,nan,nan,[]
tahoedotcom,nan,nan,[]
Tehachapi_News,nan,nan,[]
thefvillagenews,nan,nan,[]
MoorparkAcorn,nan,nan,[]
TOAcornNews,nan,nan,[]
ArkEditor,nan,nan,[]
Messenger90290,nan,nan,[]
dailybreezeME,nan,nan,[]
heraldpub,nan,nan,[]
TracyPress,nan,nan,[]
sierrasun_news,nan,nan,[]
Docddd,nan,nan,[]
vtdnews,nan,nan,[]
TulareVoice,nan,nan,[]
turlockjournal,nan,nan,[]
UDJnews,nan,nan,[]
vacareporter,nan,nan,[]
vjotimesherald ,nan,nan,[]
valleycenter,nan,nan,[]
vcstar,nan,nan,[]
VVDailyPress,nan,nan,[]
vtdnews,nan,nan,[]
cctimes,nan,nan,[]
RegPaj,nan,nan,[]
trinityjournal,nan,nan,[]
sgvtribune,nan,nan,[]
whittiernews,nan,nan,[]
thewillitsnews,nan,nan,[]
willowsjournal,nan,nan,[]
wintersexpress,nan,nan,[]
dailydem,nan,nan,[]
SFVBJ,nan,nan,[]
YucaipaNewsMirr,nan,nan,[]
wherela,nan,nan,[]
sandiegomag,nan,nan,[]
ocstandard,nan,nan,[]
thesunrunner,nan,nan,[]
apuclause,nan,nan,[]
ThePolyPost,nan,nan,[]
mustangdaily,nan,nan,[]
theorion_news,nan,nan,[]
daily_titan,nan,nan,[]
ly49er,nan,nan,[]
dailysundial,nan,nan,[]
TheStateHornet,nan,nan,[]
talonmarks,nan,nan,[]
ChaffeyBreeze,nan,nan,[]
CCClarion,nan,nan,[]
the_cuestonian,nan,nan,[]
cychron,nan,nan,[]
LaVozWeekly,nan,nan,[]
FCHornet,nan,nan,[]
gccelvaquero,nan,nan,[]
lvcampustimes,nan,nan,[]
LBCCVikingNews,nan,nan,[]
LALoyolan,nan,nan,[]
thecampanil,nan,nan,[]
CoastReport,nan,nan,[]
pcccourier,nan,nan,[]
PeppGraphic,nan,nan,[]
TSLnews,nan,nan,[]
saccityexpress,nan,nan,[]
uofsandiego,nan,nan,[]
TheDailyAztec,nan,nan,[]
SpartanDaily,nan,nan,[]
thesantaclara,nan,nan,[]
dailycal,nan,nan,[]
UCBerkeleyNews,nan,nan,[]
CaliforniaAggie,nan,nan,[]
NewUniversity,nan,nan,[]
dailybruin,nan,nan,[]
ucr_athletics,nan,nan,[]
UCSDGuardian,nan,nan,[]
ucsf,nan,nan,[]
ucsf_synapse,nan,nan,[]
dailynexus,nan,nan,[]
ucsc,nan,nan,[]
dailytrojan,nan,nan,[]
USDVista,nan,nan,[]
